Combined Text,Sentiment,label
"spotify struggles in the free version unfortunately, spotify is not the best in the free version . in the free version i somehow cannot use repeat which i love doing on my macbook, you cannot use repeat on mobile for some reason. do not know if it is just my mobile phone or everybody else's phone. sometimes when i create a music playlist it will always just play a different song in the middle of playing a playlist that's not relevant to the song's added in the playlist. oh, and also one time it promised to play 2 ads but instead played 3. use apple music instead.",Negative,0
they delivered someone elses order. rude and do not care they delivered someone elses order. they are giving us a hard time about a refund. they do not care. they are rude. they delivered someone else's order!!!!!,Negative,0
"i have been trying to contact i have been trying to contact booking.com about being charged for reservations that did not go through, even though the funds were taken from my account. i have already sent the requested documents, but i still have not received any assistance. i live paycheck to paycheck and cannot afford to have money taken from my account. i am struggling to get anyone to help me with this issue. when you are asking for a refund or to make a complaint, their website is not user friendly.can someone please help me!",Negative,0
"my book is great because of canva! im writing my book on canva, and it is been great. i have been able to do things that i would not have done on a google doc. now even though i had to pay for premium, which i did not. i still got acces to things i loved and wanted.",Positive,2
a little intimidating at the beginning a little intimidating at the beginning to understand how to edit to videos,Neutral,1
"this whole scenario with temu has been this whole scenario with temu has been a nightmare from start to finish. still no answers and all they do is send the same message repeatedly. they are the most incompetent people to deal with and it is about time colin haugh who owns temu did something about the total incompetence these people who he employs are allowed to give out to customers. i am not surprised at all the negative reviews on here as i am sorry to say they are all accurate of this company. just read their reply, it is a joke. they are so unprofessional when dealing with customers. absolute joke",Negative,0
good it helped me with work,Positive,2
wise is done as excellent wise is done excellent. hasle free transfers. no problems so far. only thing is that app showing notifications which is hard to find or i cant find it when i open the app. maybe make app more user friendly and simpler. happy to be part of wise.,Positive,2
fast fast. easy to use. reasonable. great communication. safe. the best,Positive,2
"the programming has gone downhill the programming has gone downhill, the video quality at 19.99 a month is ridiculous and you just keep raising prices. one more and im done, you just are not that good anymore.",Negative,0
"horrible horrible horrible horrible horrible horrible. it uset to be so good, but lately they removed every tv show and movie that's actually good. be better of cancelling the whole subscription. i would give 0 stars if i could.",Negative,0
"premium member - spotify has lost the plot! premium member - spotify has lost the plot! spotify used to be brilliant, but lately, it refuses to play my choices in my order, always lands up going to some spotify determined order and excludes many songs from my chosen playlist and adds whatever it decides i like... no way to clear the queue, option is not available. i am in the process of duplicating my playlists in apple music, once done i will be unsubscribing from spotify.",Negative,0
in kenya money transfert to m-pesa money transfer to my safaricom phone number to activate my m-pesa wallet in kenya was not possible. safaricom has verified that my phone number was active and correct in the chat with wise support there was no way out on wise's side. they admitted not to be familiar wit m-pesa and suggested to try to send money to a different person and different phone number to verify. i tried that several times but there is a security barrier with many question pages that considered my answer suspect and the transaction stopped. therefore i sent my money back to my italian bank account,Negative,0
"uber refunds even though i was confused when uber took out a subscription im sure i cancelled, they did give me a very quick refund ! i think they should focus on sending notifications out when the membership is being renewed so customers know to cancel! nothing bad to say about the actual app tho , very nice drivers !",Neutral,1
"high prices for trash content, they cancel everything why am i even paying for this platform anymore?? every single time they release a genuinely good show with a proper story, they cancel it after one season on a cliffhanger. instead, they flood the homepage with cheap, unwatchable reality tv and foreign dubs. the price keeps going up but the actual quality of entertainment is at an all time low. do not bother.",Negative,0
canva is so very useful sa tulad kong canva is so very useful sa tulad kong student and may printing business,Positive,2
"i have generally had a good experience i have generally had a good experience with netflix, and the streaming quality and interface are excellent. however, i feel that the catalog lacks enough fresh content, especially for long-time subscribers. it would be great to see more new movies and series added more frequently. another frustrating issue is the strict vpn detection system. i travel abroad frequently, and sometimes i use a vpn for privacy or security reasons. being blocked or restricted because of this makes the service much less convenient for people who travel often. i understand the licensing challenges, but i hope netflix can find a more user-friendly solution for legitimate subscribers. overall, netflix is still a great service, but improving these two points would make it even better.",Neutral,1
"great hey there, thank you so much for the great review! we are thrilled to hear that you are having an excellent experience with us. we appreciate you taking the time to share your feedback! wise",Positive,2
nevermind nevermind. they would not pay any attention to me anyway.,Positive,2
they gave me a coupon to reorder my they gave me a coupon to reorder my invitations on them i love this app so much,Positive,2
absolutely awful customer service absolutely awful customer service. trying to confirm my flight. they have taken my payment but apparently it takes 2 days for the confirmation email to come through. once they tell you they just cut the phone. with respect they are foreign nationals so have no customer service tone at all. act like you should know how their process works. really poor service. would sack the lot of them,Negative,0
"user interface getting worst and worst user interface getting worst and worst, artists are not rightfully retributed, support is useless.",Negative,0
"terrible customer service we booked an accomodation on booking.com. there were red flags from the time we checked in that we gave the host the opportunity to fix such as no shower curtain, or towles , but ended up having to leave the accomodation becuase of safety concerns. we immediately reported this to booking.com, and booked a replacement accomodation through booking.com on the check-in date. when booking.com was made aware of this, their response was that since the booking was non-refundable, and the host did not want to provide a refund there was nothing they could do. they clearly did not care about our experience, or remedying these issues to save futre guests the same experience of finding a replacement accomodation at midnight in an unfamiliar city. i would not book again through this site.",Negative,0
uber app is easy to use with efficient uber app is easy to use with efficient results. the drivers were professional and personable. great experience!!,Positive,2
"northedge outdoor ltd northedge outdoor ltd. huddlesfield west yorkshire hd1 1rl. third party seller on temu. i bought 48v portable cordless high pressure washer equipped with two batteries, a 6-in-1 adjustable nozzle, suitable for car floor garden cleaning and watering, as well as other household cleaning tasks. 20.98 1set the item sent was totally a different one. it was wrapped only in black polythene thin wrapper. because of this the case arrived cracked. i thought temu would be careful with third party sellers on their platform, but apparently not. i don t trust temu or the seller, so i m stuck with an item that may even be 21v instead of a 48v one. avoid the seller and temu platform at all costs. i wish i had looked at the reviews before i purchased from northedge outdoor ltd as i ve found at least four other buyers have had the same experience as mine.",Negative,0
hopeless!! hopeless!! order wasn t delivered. delivery time kept changing in the end no dinner however did get a refund however i wanted food,Negative,0
"been using spotify for a while been using spotify for a while, maybe like 2 years. at first everything was fine, i even recommended it to friends. but over time it started getting a bit annoying. main problem for me is random issues with the app. sometimes songs just stop, or it doesn t load playlists properly. not always, but enough to notice. also had a few times when it logged me out for no reason. another thing some songs just disappear. like you have them in playlist, then they greyed out. i get it s licensing, but still frustrating. support didn t really help much, just basic replies. it s not terrible service, but for paid subscription i expected more stability",Negative,0
avoid uber one is a joke...customer services is absolutely terrible....cancelled my account...will not use again..... and uber eats could not care less.....,Negative,0
"every time i click the home page every time i click the home page, it starts to glitch out and play 10 songs in 1 and cannot pause wtf",Negative,0
price increases for terrible quality apps they keep increasing the freaking subscription monthly but do nothing about the unstable pc app that needs to be reinstalled all the time! cannot wait to unsubscribe.,Negative,0
if i could write this service zero if i could write this service zero stars i would the app is not user-friendly. my order was sent to another state and i was not refunded. i will never use doordash again. it is a complete rip off.,Negative,0
"very accommodating very accommodating, and solved my problem.",Positive,2
you cant find all you downloaded song you cant find all you downloaded song if you download your weekly discover. so screw you if you wanted to lisen to those agian. pc app constetly goes offline for no reson and sucks to use.,Negative,0
i was able to make a resume from my i was able to make a resume from my phone for free using your format also provided for free. very cool would recommend even if my resume is still shit lol.,Positive,2
"my monthly subscription has been my monthly subscription has been increasing. first, they added 10. a few months after that, they added 2 more. this is ridiculous. keep in mind, they do not have a lot of options, especially for new movies. so, why are you raising the price? the communication in both cases was terrible because i was not informed of the 10, and for the 2, they claimed they sent an email. you do not just take money from people and inform them through email. to make matters worse, they said they cannot refund me for anything, nor do they offer anything for an unsatisfied customer. i was shocked and extremely disappointed. i immediately subscribed to another app. this is my last month with them. do better netflix, just do better.",Negative,0
"if u like having ur meal ice cold and less than half what u ordered show up taking an hr to get dot head2 speak english and then refunded screaming ur balls off ur still hungry then go ahead and call if i want to scream at the top of your lungs, be guar",Negative,0
it would be zero stars if i could this it would be zero stars if i could this company are a scam and im so annoyed at myself to trust them i returned an order and never got full refund they say items where missing they never received it beware they are scammers,Negative,0
"shockingly poor i tried to stay at a property in alfriston, sussex. it was booked for three nights but i was forced to leave within half an hour as the property was uninhabitable. after trying for hours to get through to booking's customer service, they offered no useful advice. we chased up via several emails, during which we were of course told that they were on the case. nothing has happened apart from a risible 13.00 refund not yet sent . on the basis of this experience, i find bookings to be an irresponsible and dishonest company with an incredibly poor customer service. in future i will not use booking .com again. zero stars.",Negative,0
like others on i was duped into a like others on i was duped into a cleverly hidden free trial loop during checkout to quietly sign me up for an uber one membership whilst placing an uber eats orders. annoyed me to the extent i will avoid taking uber trips.,Negative,0
very useful it is an amazing experience.,Positive,2
"so you add more of useless features so you add more of useless features, while app's performance degrades and bugs multiply. priorities.",Negative,0
canva is amazing but i really wish if they could add layering separate taps like how other graphic tools have so u can download all the layers separately. it will be really nice. but overall canva is... see more,Positive,2
"excellent fast, easy, simple. just works as expected.",Positive,2
"i wish i could give a 0 i wish i could give a 0 . i had a very disappointing experience with both macy s and doordash. i placed an online order through macy s, and they used doordash for delivery. although my address is correct in both my macy s and doordash accounts, my package was supposedly delivered to a completely different address that does not exist. when i contacted macy s, they told me to call doordash. doordash then told me to contact macy s. i was left going back and forth between the two companies with no one taking responsibility or offering a real solution. this experience was extremely frustrating and a waste of my time. customers should not have to act as the middleman when a delivery goes wrong. based on this experience, i cannot recommend using either macy s or doordash for deliveries.",Negative,0
"first meeting with uber first meeting with uber was via a 'local' taxi company - the car arrived 20 mins late. i was told by a very pleasant driver that he had been requested to carry out the booking 10 minutes after the expected time arrival and hence why so late. second booking - car requested for transport to a rail station to arrive at my house at 06.10. at 15 mins late i phoned uber and i was informed that a driver arrived and waited at house number 5 whereas i live at house number 17 and was stood outside checking for people from 06.05 so before due arrival time booked. as it is largely a cul de sac, i would have seen any arrival. i therefore missed the planned train and had to pay 41.35 to replace my ticket! on the phone call uber insisted i should only use the uber app and not book online!!",Negative,0
any clothing items bought from temu are likely to be shoddy and made with cheap polyester. i have wasted money on various purchases and they have almost all disappointed. if you buy household goods an... see more,Negative,0
"step by step understanding was very easy to understand, step by step hands on experience, and there were canva help were you could ask questions if you needed help.",Positive,2
very disappointed very disappointed. delivery delayed due to no local delivery personnel.,Negative,0
"doordash customer service has to be doordash customer service has to be down there with cable companies and gyms that trap you into memberships. the agents are friendly, but they never have access to the information you shared in the three previous conversations with agents about the same issue. the agents then try to make things right by offering you a free month... to sign up for a subscription service that will then charge you 10 per month. it is not the agents fault, they are obviously copying and pasting from a script. they tell you you have been referred to a specialist team or to connect you to a manager, and that you will get a response in 1-3 hours. 4 days later, you have to start another chat with them because you have never heard back from the specialist team and the agent does not have access to the long conversation you had with the previous agent about the issue. you have a good app that has obviously made you a ton of money, i was a loyal user, but never again.",Negative,0
nice and clean car nice and clean car. driver drived safetly.,Positive,2
"good music app but needs improvement i ve been using spotify for a while now and overall it s a good app with a huge music library and easy-to-use interface. discovering new songs and playlists is one of the best features, and streaming quality is generally good. however, there are some issues that need improvement. the free version has too many ads, which can be frustrating, and sometimes the app lags or crashes. also, subscription pricing can feel a bit high depending on the region. i d recommend spotify for music lovers, but improving app performance and reducing ads on the free plan would make the experience much better.",Negative,0
very easy cost was good drivers were friendly map tracking very good always on time 3 ubers in 24 hours,Positive,2
i do not know why my card keeps getting i do not know why my card keeps getting cancel and rejected for subscription. please help,Neutral,1
"just a heads-up for anyone considering just a heads-up for anyone considering the kfc promotion on doordash. i recently saw an offer on the doordash app stating that if you spend over 20 on a kfc order, you would receive 10 free wings. based on that promotion, i placed an order worth more than 50. unfortunately, the free wings were not included. i contacted the kfc staff, and while they were understanding and tried to help, they advised that the issue was beyond their control and would need to be handled by doordash. i am sharing my experience so others can be aware and double-check the promotion details before ordering. if you are planning to use this offer, you may want to confirm it with doordash first to avoid disappointment.",Negative,0
refund received on a timely manner responded promptly and efficiently.,Positive,2
cancelled membership in may of 2026 cancelled membership in may of 2026. nexflix took money from credit card without my authority and or authorization. customer service is never available. i do not and will never go back because of this very issue.,Negative,0
"why am i paying for premium? i ve been a spotify premium subscriber for quite a while, and overall i ve never had issues with my payments, billing, or music streaming experience. compared to some of the reviews i ve seen from other users, my account itself has functioned well. however, my biggest frustration is with podcasts and the way ads are still delivered throughout episodes, even while paying for premium. i understand the difference between spotify platform ads and ads embedded directly by podcast creators, but from a customer perspective, premium and ad-free create the expectation of uninterrupted listening. instead, podcast episodes are still constantly interrupted by host-read sponsorships and promotional segments. music playback is mostly excellent, but the podcast experience feels misleading when paying customers still have to manually skip through ads and sponsored interruptions. if spotify markets premium as an ad-free experience, there should be clearer communication about what that actually means for podcast listeners. i m not asking for perfection. i just want the uninterrupted listening experience i believed i was paying for.",Negative,0
waiting on a refund for a smelly waiting on a refund for a smelly propeety on tje site. casa collection in kotor bay. comokete scam everyone is lying the casa collection and booking. i want my refund!!!,Negative,0
"just a heads-up for anyone who uses doordash. i recently placed an order, and the store was out of the items i ordered. the store told me to report the items as out of stock in the doordash app... see more",Negative,0
"disgraceful breach of contract. left stranded, support hung up on me absolute nightmare experience with booking.com. we booked a 6-person sea view apartment three weeks ago for a holiday. the host cancelled last-minute due to overbooking. under the uk consumer rights act 2015, booking.com is required to provide a par-to-par relocation. instead, their support team tried to force us into a severe downgrade splitting our group and giving 4 of us a city view room. because this is peak season, market rates have skyrocketed. the only true equivalent sea-view alternative left is 2,252 a 1,667 cash difference from our original 585 booking. when i refused their inferior city-view downgrade and demanded they honor their relocation policy, the customer service agent completely hung up the phone on me. this is a clear breach of consumer protection regulations and an appalling way to treat a customer facing a travel emergency. i am proceeding to book the replacement accommodation independently to mitigate my damages. i will be recovering the full 1,667 consequential loss via a statutory section 75 claim through my uk credit card provider and filing a formal complaint with the competition and markets authority cma and mcol. booking reference 6500399835",Negative,0
there is trouble everytime one tries to there is trouble everytime one tries to log in,Negative,0
"already being billed and still not one already being billed and still not one item arrived. use speeedx which are useless with little to no customer service, not even a phone number! website just has pop-ups that confuse the buyer. amazon may be more money but never these dumb dumber excuses from cannot find address which then changes to incorrect package then back to cannot find address. i can see i am not alone. it continues. first their speedx people cannot find me, then delivered and the only proof is a package pic of the package next to a large old style boom box. my office has cameras and a bin for deliveries. they are lying buggers.",Negative,0
"after years of using temu with no after years of using temu with no problems, i can honestly say i will never use again. i bought a water feature for 100, but unfortunately did not work properly. i bought from uk, as i thought it would be easier to return if any problems, how wrong was i. temu has made it as awkward as possible to send the item back and clearly do not want to refund. they have sent me a barcode for the return, but no return address. the logistics company they are telling to drop off to, do not accept returns only collection, but temu are saying they cannot book a collection. they are doing everything possible to avoid giving a refund for the item. do not buy any high value items from temu!",Negative,0
way too many foreign films way too many foreign films. trying to read while watching is very hard and also the mouths don t match up when they speak. they never tell you it s a foreign film,Negative,0
"secondhand programmes with secondhand staff advice judging from the star rating here, i gather netflix does not care one bit about any review which does not conform to their ideas. so, for those of you who are thinking of trying netflix, you may want to have a re-think. i have been with netflix for some 4 years. in that time i have seen their content sink. a lot of their programmes now seem to be taken from old uk usa showings, with not a lot of original material. second, netflix have staff who have no idea of their own company's contractual terms in a word, they are ignorant of any of them and give out advice which is totally at odds with netflix's terms. third. as a direct result of advice i received from netflix chat, i cancelled my subscription. i was informed by their representative that i would not be allowed to watch any netflix programmes if i chose to travel. the advice i was given was that i would have to cancel my home country subscription. take out a subscription in the country i was travelling in. cancel that subscription when i returned to my home country and renew my subscription in my home country!! does anyone else see the lunacy in this advice? i visited netflix website where it stated quite clearly, and i quote netflix is easy to use when on the go or traveling . so, i got back in touch with netflix chat. big mistake. the second person was even more ignorant than the first one and sounded like a bot who did not know anything about anything, but could feel my frustration and would take on board my feedback! what feedback? with staff, which are the face of netflix, like these, i can only conclude netflix will sink faster than the titanic.",Negative,0
shocking shocking. booked three nights away back in july to go away in august. no email confirmation received. upon trying to cancel reservation before 307 is taken from my account. i m lead in circles on their app for help. no help from ai rubbish in their phone line if you can find the number! 3 weeks i ve been trying to cancel within this reservation now. still no joy. i ve need had the hotel directly contact booking.com to request it be cancelled in my behalf! will absolutely never use this service again. fingers crossed it s sorted in three days. or i ll be taking them to small claims court.,Negative,0
"terrible people and service. i could not change the email to the account to my new one, i could not use the first one because i no longer had access to it. i somehow figured my password out and put the email in but when i went to change the email it just kept repeating something went wrong please try again and honestly spotify is so greedy. the owners are terrible people too.",Negative,0
"happy to shop with temu i have bought a lot of things from temu, and really happy with them. yes some things ain't great and can come across a bit misleading, but is that not due to not reading discrimination properly? if i dont like it i just return them and get my refund straight away. i am more than happy to buy from temu",Positive,2
"i am experiencing an issue while i am experiencing an issue while watching movies on netflix on my television. when i pause a movie and then press the play button to resume, only the audio plays while the video does not resume properly. i have tested this on another television as well, and the same issue occurs, so it does not appear to be a tv-specific problem. could you please investigate this issue",Negative,0
absolutely appalling absolutely appalling no support for when things go wrong. lots missing from my order not decent solution just shut down and ignored me. does anything come of these reviews,Negative,0
"i was on a run i was on a run, like i do every day and all of a sudden the song im listening to cuts out and starts blasting some sort of rap in my ear.when i tried to fix it it got louder so i threw off my headphones and got hit by a car which i could ve dodged if spotify hadn t been so shitty, now i am in the hospital with a broken femur all because of spotify.",Negative,0
"price change before and after ride recently from 2-3 times , uber is charging more than it shows before booking. they show different amount before rode and once ride completed the price increases in drivers app.",Negative,0
"i am done with netflix i have subscribed to netflix on and off for years but now i am out for good. not worth the price in canada for the lousy movies. watch prime, tubi etc.",Negative,0
sweden transfer. both sending and receiving cash so simple and quick. always keeping both parties informed throughout the transaction.. no,Positive,2
"they refuse to offer refunds .i they refuse to offer refunds .i cancelled my monthly plan yet i was charged for 4 month when i got to notice it i contacted them . they kept lying to me that the refund is decline by my bank , i ask for a proof , they told me they cannot provide proof.and this is over 30 days since i have been contacting for refunds . i mean who does that . this is a clear criminal act because indirectly rip customers and refuse to provide refunds .",Negative,0
wise is nice transfers allways quick and safe,Positive,2
"it s very easy to follow and provides it s very easy to follow and provides all the information you need, which gives you the confidence to take the ride.",Positive,2
"old movies on your side, very few new movies but some of them very few new movies but some of them don t allow to play to watch it like old henry never allow me to start, we ll need to give up and find another provider because i got tired to watch the same old movies",Negative,0
"do not buy anything from temu. hello, thank you for your feedback! temu is an e-commerce company that connects consumers with a network of merchandise partners, manufacturers and brands with the mission to empower consumers to live their best lives. customer satisfaction is of the utmost importance and we are constantly working to improve our service quality. if you need further assistance, please message us through temu.com or temu app live chat. best wishes, temu team",Negative,0
"door dash is a disgusting abomination of business practices this company, time and time again, has persisted in, not only charging a premium for their services which is not a problem , however, they fail to deliver time and time again!!! on 7 13, i ordered something from one of their clients stores, and, not only was i not notified of a cancelled delivery , but after i contacted their support, they did nothing to rectify the issue! they have call centers and people reading from an effing script, and i spent, literally, 50 minutes on the phone dealing with something that was not even my fault. i got a refund, whereas, these garbage people initially wanted to give it as a credit, however, after spending 18-22,000 over five years, they refused to offer a credit! my time is worth something as is the ceo's apparently, who, in turn, made approximately 400 million dollars last year. i have a big problem with the fact that this worthless, garbage company cannot even admit to their faults and provide proper compensation! meanwhile, even though the funds were allegedly refunded, i now have to wait 5-7 days, and, yet, they blame it on my bank. the point of the matter stands as such i demand compensation as a result of this and having to deal with their employees, who are clearly robotic, and can do nothing. there is a reason as to why literally millions of people wishes death upon this company! it is the most dishonest, disgusting, unethical bull that i have ever experienced with a company. compensation is demanded! on the contrary, i hope that the government finds a way to shut this disgraceful company down and, in turn, finds a way to incarcerate tony xu! for all of the time and money that i have spent, at this point, a minimum of 100 in credits is now merited! period!!! this company needs to be shut down by the government, period!",Negative,0
"never hire a car through booking.com!! never hire a car through booking.com!! having hired a car from sixt through booking.com for an 8 day trip whilst in australia and paying extra for the full insurance, i can safely say never again! i had an accident when a wallaby ran out in front of the vehicle, as well as injuring the animal it caused 1500 worth of cosmetic damage to the car. as the insurance was through a third party, i had to pay sixt 6000 bond to cover the damage, wait weeks to get the balance back once they had repaired the vehicle and then weeks again to finally get my claim paid to me. this whole process took over 3 months and a lot of time and many, many emails, as well as stress and inconvenience. the whole process was flawed from start to finish, terrible communication and awful customer service. i will be cancelling my booking.com account and never using them again. hire directly through the car hire company and pay a little bit more, it s worth it.",Negative,0
"an insane number of ads we are longtime netflix subscribers, back to the day when we got movies by mail. this week, we watched society of the snow, one of the most powerful movies ever. however, the experience was seriously marred by the constant ads, breaking up the suspense of the movie. in fact, the ads ruined our experience. in addition, one ad was for hersey's chocolate, which appeared right after a starving character in the movie was savoring a small piece of found chocolate. we are seriously considering ending our subscription. i do not mind a few ads during the movie, but we should have not to pay substantially move to avoid the kind of viewing experience we had this week.",Negative,0
"i still really like netflix i still really like netflix, lots of great series, especially the foreign ones like spanish and scandinavian ones, there is always something great to watch, mostly good quality. a minus is the ux design, as it shows me many times series or movies i already watched, i only see it once i click on the details. also as sometimes netflix shows different cover images suddenly, it happened to me a few times that i started watching the same movie again and then only noticed i sounds familiar to me.",Positive,2
better service needed! better service needed!,Neutral,1
we pay a decent amount every month for we pay a decent amount every month for this service and to be honest lately it is been a huge disappointment it just stopped working an hour a go the internet is gone here it is frustrating esp as at the weekend i need music playing for an art event! not actually very happy,Negative,0
"neglect towards long standing bugs, profit maximization costing users greatly i pay the full price, but my region is overlooked and half the features are not available video podcasts, audio books, etc there is a bug where the app quits suddenly during podcasts. it has been there for a while, and i am forced to fiddle with the web player and the profit maximizing strategies designed to squeeze out ever single coin they can without addressing the issues plaguing their service for years",Negative,0
"easy to use easy to use, everything s working well i am satisfyed with the services",Positive,2
"gave netflix a try after a friend happy with my order gave netflix a try after a friend recommended them, mostly glad i did. communication was clear and i always knew where my order stood. the website was a little slow to load at checkout. solid overall and worth a look.",Positive,2
"never booking with booking.com i made a reservation for a hotel with booking.com. they provided all the details to my email the payment, confirmation number, pin, date of stay, ect. everything seemed settled and organized. enough for me to feel safe that everything is set. however. when i tried to check in, the hotel could not find my reservation. i showed them the confirmation number, but they said they cannot find anything under my name or confirmation number. they instructed i call booking.com since i booked the reservation through a third party app. trying to get ahold of a person is insanely difficult. it is all pretty much ai bots helping you all the time. i had to call twice because the first time i was on hold, they just hung up out of no where. when i finally got ahold of an actual agent which took close to an hour of being on hold , they told me they cannot do anything besides give me a full refund, which was going to take 7-12 business days. i was not given an option to book a different room, or even different hotel. i had to buy another room if i wanted to stay. i did not have the funds to book a different room. i had to cancel my weekend plans. never have i had a horrible experience booking a hotel. never have i had a horrible customer service experience in general. i was not left happy. the fact that they told me that the only thing i can do is buy another room because of their incompetence. i would not recommend this app to even my worst enemy. the amount of stress i had to go through trying to find an agent to help me out, and having to delay plans because of this unfortunate experience. this place should not even deserve a star. please stay away from this company.",Negative,0
let down by this store ordered here after reading some positive reviews and unfortunately did not have the same experience. what arrived did not feel like the same standard shown in the listing. the return process turned out to be more complicated than it should have been. the experience fell short in too many ways to overlook.,Negative,0
i love how easy it is to use this app i love how easy it is to use this app. the design is simple and allows you to import your own pictures. i use this for my song album covers and so much more!,Positive,2
why do we keep paying nexflix when all why do we keep paying nexflix when all they have now is reruns of lifetime movies. this is bs.,Negative,0
"left stranded while booking.com and priceline pointed the finger at each other i booked a cottage thru priceline who without my consent partnered with booking.com. priceline said i had a reservation that was partially paid for and confirmed it with me one week before the trip, but booking.com said they sent me emails that i did not receive nor would i know i had to look at them because as far as i knew - i booked and paid for it thru priceline. priceline said i had to call booking.com and booking.com said i had to call priceline and they both left an older women stranded in a foreign country without trying remotely to find her a place to stay. hey just kept pointing at each other. no one called me !!! it was just cancelled.",Negative,0
"essential for digital communication canva has become an essential part of my communication toolbox for work social media. easy to use, multiple options on format, and endless templates - it is got everything.",Positive,2
i am trying to cancel my account and no i am trying to cancel my account and no one will help me. i am 77 years old and have absolutely no need for this. it came with a pattern i had ordered. i could use the 18.00 a month for food. will someone please help me??? janet schreiner,Negative,0
"be wise use wise be wise, use wise! it saves you money abroad.",Positive,2
"i am canceling my subscription after a i am canceling my subscription after a complete disappointment in netflix services. all series are purely ai created designed to make you binge watch, have no actual plot and feel cheap. its a waste of time and an embarrassment to the cinema industry.",Negative,0
"this company lies this company lies. i booked what they said was a sea view. the minute i paid for it, they changed it to partial view and won t give me my money back and it was a lot.",Negative,0
"no customer service no customer service, ther is not anyone you can talk to about a problem. just automated phone numbers and messages",Negative,0
"fake reviews, bait-and-switch scam 300 extortion res 6884228422 stylish room in central location in swansea, uk warning retaliatory 300 extortion bait-and-switch scam reservation 6884228422 i am writing this to warn all travellers and demand immediate action from booking.com corporate compliance regarding reservation 6884228422 for the property listed as stylish room in central location in swansea, uk. this property is operating a fraudulent bait-and-switch operation out of a residential family home, and booking.com is allowing them to extort customers. the property scams 1- bait-and-switch the room was explicitly advertised and paid for as a private en-suite. the moment payment cleared, the confirmation email stealthily changed it to a shared bathroom. the water pressure was terrible and turned freezing cold whenever a tap was opened elsewhere. when challenged, the female host was aggressively rude, telling me to cancel and leave. 2- parking lies the listing promised parking. in reality, it is strictly competitive street parking in a very rough, unsafe-feeling neighbourhood. one side of the road is restricted to permit holders, and the free side was so packed there was not a single centimetre of space. 3- unlisted rules conditions i was forced to remove my shoes at the door without warning and walk up multiple flights of stairs bare-footed. the hosts cooked highly pungent food with burning spices at 10 00 pm, heavily triggering my asthma and allergies. the bedding and towels smelled disgusting and unwashed. 4- intolerable noise stomping and items dropping inside the house lasted until 1 30 am, while crowds and young children loudly shouted in the street until 2 30 am. sleep was physically impossible. retaliatory financial extortion after i left an honest, highly negative review on the platform to warn others, this hostile host fraudulently abused booking.com's system to send a retaliatory demand for a 300 payment for fake policy violations. this is blatant bullying and financial extortion to scare me into deleting my review. platform failure this property has a highly inflated 8.2 rating from only 20 reviews these are clearly fake, manipulated reviews that booking.com fails to filter out. furthermore, when trying to report this scam, the system traps customers in a useless ai bot loop, making it impossible to reach a human agent. i demand booking.com immediately investigate this property for fraud, suspend their listing, and issue a full refund for services completely misrepresented.",Negative,0
thanks guys for fixing the problem thanks guys for fixing the problem,Positive,2
very helpful! great customer support.,Positive,2
i love it!!!! i love it!!!!! lots of stuff to choose from!!!! and it is literally magic like they said,Positive,2
"i was a netflix customer for over ten i was a netflix customer for over ten years, i call to update my email for the second time. so i can manage my account. the representative and manager i spoke to were such jerks, they cancelled my account like it never existed. i just made my monthly payment as well. i will never be a netflix customer again !!!!!!!!!!!",Negative,0
"never order their pre reserve taxis, they don t show crap company. have twice ordered cars and neither have turned up. evidently funnelling the millions they make into the pockets of their fat cat investors rather than improving services for their customers. never use their pre oder service, its not to be trusted. shame on you uber.",Negative,0
"glitchy and expensive glitchy, deleted all my lists out of the blue. and still asking to charge you 11 per month. i used to be happily subscribed, but prices keep increasing every year while the quality decreases more and more.",Negative,0
"spotify ka experience mere liye kaafi spotify ka experience mere liye kaafi disappointing raha. app baar-baar lag karti hai aur kabhi-kabhi songs bina reason ke stop ho jaate hain. free version me itne zyada ads aate hain ki music ka maza hi kharab ho jata hai. playlist suggestions bhi itne accurate nahi hote. customer support bhi slow hai. overall, itna hype hone ke baad bhi yeh app utni achhi nahi lagi.",Negative,0
"in all my encounter with the company in all my encounter with the company, there support or agent are well trained to study your problem with exact result in sorting it out. they are really honest partners.",Positive,2
booked a rental car through booking.com booked a rental car through booking.com and received an email 1.5 hours before collection saying no car was available and would we like to go on a waiting list. given we are only here for a short time and not centrally based that was simply not a sensible option. if booking.com cannot even deliver bookings then what is the point of them.,Negative,0
"cold food...no refund or credit this is my experience today. looking at the reviews, i can honestly say that i am not surprised. the driver took a very long route to head to 2 other stops. i also wrote to the driver, and he did not respond. mind you, i live close to the restaurant. the food came cold, and the bread bag came open. so i reached out to doordash, and they responded that they want a picture of my cold, cardboard pizza. really?? how will you prove that it is cold? they did not even offer to give us a credit or refund. this company their drivers are the worst! we have been customers for a long time. we also do not complain to them. 1st time and they could not even help. highly disappointed that my kids had to eat that garbage.",Negative,0
